param1,param2
1.31508,0.69354
1.48926,0.54488
1.31889,0.52657
1.42795,0.48923
1.46283,0.52705
1.34918,0.47926
1.47108,0.53025
1.17447,0.70929
1.51483,0.38451
1.2421,0.69876
1.43861,0.43905
1.24343,0.69215
1.3135,0.62245
1.3182,0.4564
1.40604,0.67334
1.41195,0.45499
1.3106,0.47247
1.43418,0.44918
1.3738,0.54823
1.45024,0.75851
1.34246,0.67857
1.44024,0.4493
1.30626,0.61671
1.46728,0.56771
1.48665,0.52065
1.35009,0.57707
1.31676,0.48873
1.37893,0.4745
1.41981,0.59904
1.20702,0.57281
1.50183,0.6111
1.43915,0.56955
1.51321,0.57675
1.44219,0.56944
1.47629,0.6002
1.25977,0.50111
1.29482,0.50736
1.45853,0.57446
1.19088,0.60692
1.52874,0.48776
1.40052,0.45545
1.40982,0.58342
1.45472,0.45246
1.59412,0.56492
1.4323,0.54418
1.1934,0.59276
1.56787,0.59284
1.35102,0.58022
1.46641,0.49425
1.38189,0.62356
1.36435,0.52826
1.26825,0.59007
1.24802,0.7103
1.33598,0.51357
1.27302,0.57902
1.21916,0.48408
1.53142,0.62595
1.50997,0.57589
1.32633,0.48212
1.56477,0.55985
1.14683,0.52776
1.45706,0.66294
1.16465,0.48926
1.52938,0.68294
1.13562,0.50359
1.53576,0.55652
1.46677,0.72224
1.52203,0.65876
1.26763,0.44149
1.40618,0.68222
1.46947,0.61657
1.50036,0.50607
1.24253,0.76692
1.35029,0.53434
1.3293,0.64628
1.4617,0.48718
1.33682,0.52958
1.44027,0.56963
1.22739,0.55053
1.50002,0.74466
1.22796,0.68983
1.2556,0.64004
1.27441,0.64098
1.47986,0.47627
1.42388,0.66602
1.32972,0.54709
1.42871,0.54139
1.20337,0.71426
1.29446,0.49941
1.22109,0.71934
1.63951,0.53521
1.62266,0.47417
1.55184,0.56362
1.15867,0.60495
1.40076,0.63221
1.4385,0.46798
1.58631,0.54825
1.42292,0.42584
1.3962,0.60484
1.26051,0.51069
1.48254,0.53681
1.21216,0.63209
1.33131,0.50031
1.51873,0.55981
1.3884,0.45442
1.42634,0.44623
1.20636,0.49012
1.45197,0.7736
1.55557,0.76543
1.47612,0.51886
1.41048,0.55601
1.37603,0.62011
1.41465,0.46112
1.41945,0.54344
1.38244,0.50109
1.58277,0.61874
1.45246,0.59659
1.53283,0.69906
1.54951,0.69309
1.55698,0.63914
1.34801,0.51428
1.26146,0.57955
1.38363,0.59316
1.35593,0.52843
1.4448,0.50345
1.3914,0.6045
1.54223,0.56288
1.2841,0.46502
1.57703,0.47145
1.13886,0.62544
1.43761,0.61146
1.28478,0.5702
1.33717,0.54804
1.37352,0.59828
1.44414,0.47304
1.33287,0.59943
1.36561,0.63107
1.45059,0.599
1.3452,0.44602
1.35073,0.56546
1.47314,0.48422
1.34952,0.49962
1.08119,0.56745
1.37305,0.4999
1.31731,0.56872
1.33426,0.51635
1.33165,0.4846
1.1416,0.61798
1.35812,0.60104
1.28949,0.51013
1.3035,0.67835
1.14535,0.74849
1.34632,0.57406
1.21537,0.64905
1.37957,0.53009
1.42373,0.48644
1.35684,0.53938
1.3033,0.53698
1.47449,0.54666
1.45558,0.43683
1.37786,0.60988
1.47134,0.60726
1.14704,0.61324
1.38745,0.65506
1.35912,0.5292
1.25701,0.59799
1.37319,0.68925
1.30845,0.48956
1.36694,0.63243
1.39921,0.46875
1.372,0.61691
1.27112,0.61964
1.25255,0.57337
1.50706,0.51874
1.45527,0.51377
1.38142,0.46486
1.33372,0.58323
1.45672,0.514
1.2608,0.51739
1.45307,0.46137
1.47325,0.55881
1.15877,0.77934
1.14257,0.77517
1.20313,0.72797
1.4296,0.43538
1.09881,0.59833
1.29118,0.42212
1.24643,0.64348
1.3891,0.58864
1.38898,0.58569
1.3518,0.71807
1.1237,0.57044
1.38282,0.72232
1.5057,0.40482
1.41088,0.54832
1.34798,0.43561
1.30092,0.55677
1.35577,0.46641
1.14644,0.52081
1.45908,0.54496
1.35849,0.507
1.43141,0.49674
1.48379,0.81392
1.54174,0.72983
1.4216,0.65053
1.39634,0.47187
1.42874,0.5545
1.28226,0.6675
1.30808,0.60137
1.40369,0.59917
1.39981,0.60301
1.35428,0.45876
1.25064,0.57288
1.32285,0.52499
1.34996,0.48784
1.37806,0.81488
1.44909,0.45494
1.41481,0.47666
1.38369,0.51273
1.37356,0.55552
1.30704,0.79761
1.4723,0.5412
1.34575,0.49626
1.43733,0.54128
1.19208,0.65757
1.39218,0.46448
1.21374,0.50601
1.64746,0.51829
1.16314,0.6297
1.55099,0.52206
1.4315,0.58437
1.32202,0.51287
1.39696,0.6115
1.46367,0.52631
1.2117,0.55346
1.35964,0.51739
1.38696,0.57038
1.24915,0.66702
1.44281,0.43452
1.27162,0.47879
1.5168,0.52384
1.31831,0.52686
1.30217,0.5582
1.5058,0.53187
1.22749,0.54976
1.4229,0.54911
1.32722,0.56659
1.39337,0.64037
1.34669,0.48389
1.37217,0.59733
1.26269,0.53205
1.47383,0.5095
1.28938,0.57604
1.29075,0.5857
1.24915,0.57869
1.2899,0.66174
1.34803,0.47741
1.46444,0.50873
1.41035,0.53454
1.3263,0.55487
1.37756,0.49425
1.46143,0.47517
1.48255,0.67424
1.37736,0.46836
1.31945,0.66482
1.46187,0.41948
1.42793,0.49704
1.35662,0.54713
1.36867,0.58266
1.34489,0.56156
1.20052,0.56463
1.39215,0.45051
1.56686,0.78733
1.0727,0.53
1.30837,0.66216
1.77861,0.83076
1.66727,0.88827
1.7094,0.70513
1.36508,0.63806
1.37948,0.4529
1.17852,0.68871
1.44193,0.54793
1.12148,0.6489
1.47537,0.52318
1.27161,0.54088
1.52437,0.46575
1.23111,0.65038
1.34049,0.53194
1.28669,0.53198
1.54724,0.5045
1.40058,0.56368
1.22077,0.66691
1.46972,0.56929
1.46443,0.51809
1.31644,0.63117
1.30374,0.53944
1.3099,0.59671
1.62481,0.81141
1.50079,0.82633
1.53538,0.826
1.51298,0.73414
1.33756,0.54568
1.33492,0.67124
1.462,0.52154
1.34934,0.52965
1.52522,0.55649
1.31993,0.49216
1.39506,0.55352
1.49239,0.52107
1.41424,0.66241
1.28314,0.44046
1.4212,0.68696
1.40829,0.51718
1.31504,0.63209
1.42449,0.5972
1.19021,0.63991
1.45811,0.43544
1.34467,0.61056
1.28132,0.66444
1.21148,0.64713
1.44905,0.47313
1.44865,0.51572
1.48754,0.62876
1.42258,0.54984
1.1992,0.73945
1.36499,0.44919
1.31693,0.67594
1.32371,0.53926
1.3797,0.56891
1.234,0.51962
1.18077,0.49218
1.55927,0.64378
1.06958,0.61935
1.72878,0.54865
1.35486,0.52442
1.33495,0.48031
1.3664,0.52264
1.42445,0.53375
1.21279,0.48787
1.35682,0.45054
1.37854,0.5532
1.43909,0.58065
1.3292,0.44238
1.52887,0.57954
1.38106,0.55033
1.33647,0.69145
1.47515,0.54815
1.3787,0.41794
1.44543,0.53379
1.34981,0.47499
1.39418,0.51178
1.49959,0.46186
1.34235,0.51119
1.38275,0.59122
1.55494,0.65924
1.30105,0.4082
1.46739,0.72303
1.28175,0.53332
1.51804,0.55627
1.38152,0.63477
1.27199,0.6089
1.38108,0.47967
1.31392,0.59312
1.26731,0.55254
1.42673,0.54753
1.3807,0.64324
1.56569,0.57442
1.38661,0.46908
1.46402,0.45292
1.37615,0.59128
1.32206,0.44137
1.29903,0.59037
1.39955,0.50563
1.19851,0.55518
1.57217,0.60336
1.19899,0.52463
1.28848,0.44992
1.23071,0.52545
1.43002,0.57556
1.42668,0.52129
1.31055,0.56426
1.44808,0.52708
1.41622,0.63763
1.40755,0.53236
1.46024,0.47108
1.37482,0.48588
1.25879,0.59606
1.33626,0.44928
1.29597,0.5428
1.46177,0.53289
1.18936,0.68388
1.24309,0.60793
1.38951,0.66114
1.41029,0.41334
1.55656,0.53704
1.24985,0.58954
1.16325,0.77868
1.40974,0.4369
1.43769,0.43781
1.31945,0.52232
1.40131,0.5115
1.35913,0.55212
1.40985,0.52228
1.43424,0.49763
1.29007,0.70585
0.95042,0.7472
0.93127,0.7255
1.60136,0.51614
1.17726,0.53068
1.45783,0.67218
1.43258,0.66635
1.35314,0.42332
1.34004,0.5163
1.39524,0.57266
1.41517,0.55281
1.26296,0.50582
1.44144,0.59224
1.42652,0.51281
1.33722,0.48378
1.45404,0.6081
1.39672,0.558
1.36251,0.56161
1.43405,0.3564
1.16621,0.85701
1.10103,0.60896
1.38539,0.7509
1.36821,0.72284
1.41493,0.59107
1.50834,0.65511
1.39035,0.5028
1.40232,0.4453
1.36257,0.43215
1.41446,0.64469
1.54337,0.49951
1.47292,0.58082
1.4723,0.44702
1.29208,0.64435
1.39409,0.50169
1.37777,0.53431
1.33676,0.58386
1.18338,0.46904
1.47298,0.54039
1.43965,0.44489
1.3688,0.60052
1.13705,0.60761
1.25776,0.53004
1.31731,0.5442
1.47604,0.52484
1.36088,0.55787
1.335,0.63152
1.44843,0.60277
1.30137,0.51692
1.43769,0.55598
1.41239,0.51373
1.47826,0.53701
1.41446,0.4727
1.46476,0.56499
1.40603,0.66853
1.45726,0.55495
1.3059,0.66267
1.37411,0.49389
1.37916,0.55193
1.34205,0.49994
1.16464,0.56199
1.47928,0.55583
1.37993,0.50552
1.38875,0.5106
1.43782,0.50126
1.40556,0.48463
1.38512,0.53313
1.20595,0.54334
1.32725,0.58275
1.45681,0.53686
1.46206,0.60835
1.43247,0.42717
1.23241,0.58567
1.09631,0.85114
1.44092,0.3988
1.50943,0.44554
1.29746,0.76192
1.54876,0.54644
1.33072,0.54297
1.3071,0.58312
1.51575,0.54458
1.34629,0.56018
1.28298,0.51037
1.42981,0.58908
1.32759,0.51407
1.3171,0.52301
1.43692,0.56276
1.32756,0.51384
1.23401,0.55419
1.45623,0.65252
1.21623,0.51407
1.41607,0.68444
1.56304,0.61213
1.18849,0.47253
1.62081,0.67251
1.31728,0.53694
1.34642,0.54601
1.29157,0.56506
1.31078,0.58278
1.19004,0.67472
1.44988,0.73463
1.50241,0.71894
1.22823,0.57585
1.31767,0.44966
1.63842,0.69141
1.45161,0.58239
1.34189,0.50307
1.41088,0.56952
1.39283,0.49713
1.34032,0.65827
1.39014,0.46448
1.37877,0.62126
1.50518,0.56244
1.46523,0.58941
1.24021,0.58628
1.25805,0.57036
1.4869,0.54108
1.15217,0.56295
1.48959,0.67415
1.50599,0.65428
1.51611,0.55367
1.17888,0.50484
1.49552,0.53455
1.37287,0.42906
1.33387,0.707
1.30579,0.81635
1.36396,0.36514
1.205,0.91749
1.46274,0.76011
1.42095,0.56882
1.24818,0.51123
1.43946,0.60384
1.64087,0.57815
1.5049,0.57945
1.26076,0.64815
1.36619,0.5938
1.32195,0.65227
1.33955,0.57852
1.25571,0.76114
1.47366,0.64912
1.20227,0.50307
1.48226,0.40809
1.53703,0.58841
1.24234,0.54158
1.28537,0.65464
1.39142,0.60196
1.37562,0.48746
1.3603,0.56872
1.54158,0.57573
1.2748,0.54083
1.3697,0.69551
1.38704,0.51249
1.20897,0.71
1.32156,0.67931
1.43496,0.45624
1.33706,0.56864
1.33996,0.44348
1.41063,0.6498
1.41749,0.66585
1.15935,0.6223
1.42984,0.52361
1.33759,0.5123
1.58345,0.58132
1.21377,0.55677
1.55793,0.57753
1.49417,0.51811
1.3466,0.56337
1.31871,0.5426
1.3871,0.5998
1.31935,0.46618
1.55251,0.54256
1.33431,0.46647
1.21686,0.74907
1.39221,0.46893
1.32712,0.66121
1.46691,0.49762
1.16784,0.57865
1.559,0.54769
1.18029,0.71033
1.49106,0.53784
1.1648,0.53435
1.33992,0.72235
1.50403,0.57643
1.32564,0.60332
1.3451,0.43976
1.38561,0.67734
1.06934,0.67366
1.29406,0.61148
1.32175,0.62689
1.33556,0.61563
1.2828,0.76404
1.51572,0.61067
1.47576,0.6878
1.25652,0.4337
1.36176,0.87754
1.24323,0.72314
1.44742,0.39594
1.34837,0.54978
1.29868,0.52435
1.29188,0.54718
1.35071,0.71316
1.16707,0.59328
1.06606,0.63312
1.14092,0.60297
1.45928,0.41083
1.24183,0.58175
1.56139,0.53301
1.00596,0.68798
1.32508,0.64353
1.31669,0.71756
1.28478,0.73632
1.50547,0.66058
1.43377,0.62755
1.25293,0.61974
1.29285,0.57937
1.33177,0.57876
1.6196,0.45728
1.32913,0.61295
1.24674,0.58968
1.39571,0.58162
1.50932,0.45059
1.33654,0.58478
1.34821,0.51645
1.30601,0.59212
1.43824,0.61562
1.37306,0.45314
1.40549,0.61509
1.3891,0.57779
1.21881,0.58609
1.37204,0.53954
1.35757,0.57452
1.46502,0.50736
1.29956,0.52539
1.30394,0.48747
1.47632,0.6229
1.24034,0.5297
1.30727,0.41424
1.33119,0.6702
1.24601,0.57091
1.4017,0.54788
1.31829,0.55324
1.46634,0.55796
1.55008,0.66984
1.53006,0.61728
1.38997,0.55677
1.36513,0.46978
1.3839,0.73632
1.37064,0.60583
1.29372,0.53343
1.41135,0.45802
1.32258,0.63327
1.44178,0.51959
1.4966,0.51119
1.40618,0.51652
1.47447,0.5378
1.31792,0.52961
1.44192,0.57659
1.44634,0.66757
1.31462,0.45477
1.46703,0.64843
1.50226,0.6595
1.3691,0.51071
1.26839,0.60197
1.457,0.62471
1.27798,0.52621
1.42852,0.51829
1.33603,0.50575
1.38587,0.54676
1.27882,0.57783
1.5343,0.58781
1.48564,0.55884
1.43871,0.41862
1.32453,0.6293
1.23881,0.59136
1.37553,0.57172
1.40167,0.59411
1.48359,0.58011
1.37155,0.46137
1.28873,0.57685
1.40919,0.60001
1.23597,0.56052
1.29911,0.48817
1.51043,0.51095
1.48499,0.55546
1.54713,0.56552
1.0144,0.69321
1.45606,0.61536
1.4379,0.5622
1.35732,0.5596
1.31482,0.43773
1.30639,0.69549
1.30883,0.53739
1.47222,0.56774
1.34158,0.4931
1.45317,0.5683
1.34883,0.47263
1.54051,0.52498
1.46013,0.70374
1.44022,0.59646
1.32916,0.52806
1.42653,0.53089
1.30441,0.62639
1.407,0.47745
1.33782,0.5564
1.22651,0.67933
1.16019,0.59148
1.45366,0.68607
1.32723,0.45332
1.46301,0.61476
1.39474,0.50904
1.3135,0.53532
1.30023,0.6302
1.55472,0.4601
1.15087,0.73276
1.55847,0.48994
1.41275,0.48037
1.43517,0.63307
1.31945,0.62311
1.32206,0.46575
1.34063,0.61998
1.47014,0.49748
1.2308,0.66009
1.37939,0.54063
1.16772,0.62843
1.29356,0.60942
1.44126,0.43887
1.30548,0.55649
1.60975,0.49367
1.20719,0.57618
1.341,0.64009
1.37197,0.45975
1.17184,0.68091
1.35154,0.6118
1.35533,0.49344
1.41649,0.6215
1.45228,0.55223
1.25769,0.55247
1.4652,0.50479
1.3132,0.50147
1.49505,0.56029
1.35673,0.52534
1.37177,0.48574
1.24091,0.57729
1.36493,0.51388
1.39364,0.5522
1.42704,0.48618
1.4091,0.63669
1.39372,0.5672
1.41251,0.5874
1.52239,0.64015
1.30116,0.51717
1.42247,0.61216
1.182,0.5669
1.40672,0.66129
1.38969,0.47891
1.33835,0.61898
1.31045,0.47614
1.46569,0.60999
1.43123,0.66061
1.27005,0.49032
1.34657,0.4601
1.54058,0.58084
1.14878,0.64364
1.47275,0.53186
1.23805,0.59644
1.23733,0.69156
1.56836,0.54309
1.41129,0.58309
1.40321,0.50827
1.26528,0.66648
1.33877,0.52082
1.46431,0.4726
1.3742,0.57473
1.42028,0.50822
1.55376,0.62837
1.19595,0.44403
1.4103,0.79391
1.32726,0.61413
1.42561,0.51603
1.60109,0.57058
1.50226,0.45656
1.33922,0.47705
1.30715,0.64223
1.1516,0.72644
1.41487,0.47677
1.2596,0.51812
1.37268,0.57666
1.29165,0.55993
1.53387,0.55243
1.44597,0.477
1.36728,0.57051
1.29405,0.53529
1.52545,0.53446
1.35084,0.47922
1.44857,0.61781
1.36901,0.69051
1.24308,0.53143
1.39128,0.47681
1.37403,0.58296
1.34234,0.50511
1.51456,0.70358
1.35693,0.48675
1.475,0.55582
1.46466,0.57305
1.1264,0.66848
1.31864,0.52462
1.44813,0.63063
1.30287,0.48239
1.44616,0.4837
1.24587,0.61747
1.42299,0.4747
1.32749,0.57251
1.40915,0.58627
1.42738,0.44003
1.20111,0.54256
1.428,0.61939
1.6035,0.49084
1.33852,0.46313
1.3676,0.63251
1.35413,0.58751
1.34173,0.52467
1.36983,0.58479
1.36959,0.43941
1.57498,0.4518
1.26466,0.71649
1.18976,0.71113
1.50443,0.41907
1.37587,0.62886
1.24604,0.55209
1.47043,0.6954
1.59112,0.57832
1.5818,0.61873
1.26349,0.42289
1.42141,0.74769
1.21212,0.53605
1.48903,0.53572
1.32135,0.45637
1.45886,0.57126
1.22789,0.57505
1.50505,0.55081
1.2821,0.71064
1.36632,0.54125
1.36458,0.5525
1.24531,0.5374
1.16584,0.63192
1.47299,0.44131
1.06003,0.64277
1.29532,0.64891
1.47596,0.50557
1.3929,0.55989
1.48094,0.47471
1.39941,0.42741
1.45185,0.54473
1.55992,0.57189
1.3908,0.53535
1.33281,0.52996
1.45464,0.49255
1.38096,0.52942
1.22215,0.57993
1.55557,0.48342
1.31433,0.70832
1.27271,0.5303
1.29802,0.63797
1.49552,0.53272
1.27616,0.56007
1.52288,0.53266
1.29808,0.66724
1.4376,0.62262
1.33715,0.44619
1.51554,0.56367
1.44898,0.42821
1.43721,0.42216
1.45394,0.56845
1.30597,0.55588
1.34693,0.53943
1.29795,0.54462
1.35206,0.47867
1.4031,0.53357
1.45943,0.47587
1.31317,0.65831
1.42084,0.46648
1.23999,0.64635
1.20089,0.6674
1.45922,0.49424
1.32863,0.48641
1.49562,0.54536
1.40668,0.45412
1.3865,0.58406
1.37285,0.60328
1.28149,0.55137
1.32702,0.50223
1.40602,0.5168
1.24686,0.65829
1.31016,0.57163
1.33114,0.54727
1.33688,0.47655
1.42707,0.60455
1.36432,0.48033
1.47473,0.58789
1.3216,0.46933
1.51296,0.56868
1.33954,0.46129
1.4919,0.59487
1.3084,0.43857
1.50743,0.55408
1.39634,0.43212
1.55207,0.71711
1.37195,0.68765
1.35339,0.66207
1.31956,0.70033
1.30738,0.4754
1.49917,0.50236
1.44238,0.51398
1.4482,0.52073
1.29026,0.55944
1.45883,0.53027
1.20272,0.52657
1.51328,0.62638
1.14916,0.55226
1.35331,0.47227
1.29166,0.51551
1.49195,0.56938
1.29078,0.4524
1.38376,0.52814
1.38233,0.50416
1.34763,0.61709
1.45662,0.51867
1.33447,0.62099
1.5683,0.55268
1.38522,0.55553
1.54414,0.526
1.40823,0.63774
1.31239,0.73054
1.35968,0.42141
1.47981,0.60878
1.40278,0.51358
1.39181,0.58628
1.31311,0.56494
1.48347,0.4855
1.46196,0.64748
1.29397,0.66698
1.26583,0.5667
1.34038,0.4916
1.32125,0.66703
1.28662,0.57367
1.1682,0.6614
1.55276,0.63106
1.55453,0.57118
1.16347,0.56362
1.41473,0.56456
1.25492,0.59461
1.30491,0.6174
1.44448,0.477
1.4104,0.59322
1.16905,0.6135
1.3841,0.56533
1.3649,0.73045
1.27481,0.52326
1.36848,0.56785
1.30365,0.61557
1.45303,0.53651
1.28113,0.61158
1.32455,0.5585
1.41952,0.50832
1.28209,0.72765
1.30401,0.50646
1.31197,0.54186
1.47729,0.58756
1.45313,0.48004
1.35282,0.496
1.43845,0.61605
1.48839,0.61369
1.29541,0.54699
1.26767,0.56463
1.49488,0.50152
1.25897,0.58261
1.33098,0.64487
1.65378,0.54351
1.46294,0.72224
1.3053,0.60675
1.3313,0.55997
1.4472,0.4117
1.26387,0.62982
1.34479,0.52598
1.36546,0.54876
1.35045,0.57849
1.36858,0.49443
1.33715,0.63772
1.40199,0.48026
1.20323,0.5369
1.50648,0.67042
1.55626,0.60988
1.4029,0.53908
1.31559,0.62347
1.40868,0.59299
1.46008,0.57609
1.48539,0.42959
1.23966,0.65594
1.31884,0.64723
1.27073,0.67445
1.41471,0.54337
1.39083,0.72542
1.49016,0.3716
1.4087,0.61872
1.47205,0.61693
1.3703,0.55735
1.50944,0.44054
1.29074,0.6064
1.44894,0.49078
1.37102,0.4706
1.3852,0.49321
1.35462,0.52999
1.41291,0.55454
1.33395,0.56125
1.45107,0.53772
1.40664,0.44901
1.40389,0.60262
1.3203,0.4886
1.13707,0.62281
1.14012,0.62447
1.29807,0.49246
1.50568,0.49204
1.1755,0.73825
1.24768,0.60451
1.33508,0.57531
1.22447,0.6953
1.37903,0.49596
1.33933,0.53168
1.18178,0.63854
1.59568,0.56047
1.37781,0.58136
1.4104,0.59868
1.43157,0.46239
1.37156,0.57806
1.41725,0.48633
1.28599,0.65848
1.34552,0.52059
1.58274,0.6823
1.35399,0.57601
1.43378,0.48564
1.31943,0.58883
1.51055,0.79869
1.52477,0.5745
1.28187,0.86014
1.32473,0.89315
1.71527,0.6975
1.19259,0.47585
1.47629,0.61346
1.39365,0.53311
1.21648,0.55503
1.46897,0.50057
1.46963,0.70937
1.58132,0.60472
1.35798,0.57177
1.4643,0.49732
1.36255,0.55536
1.38585,0.66351
1.34099,0.49083
1.50611,0.49289
1.19492,0.66025
1.32084,0.54681
1.42033,0.50336
1.26984,0.53276
1.39271,0.50879
1.29693,0.59472
1.36689,0.58801
1.36609,0.56603
1.35552,0.48366
1.50012,0.52451
1.4524,0.71396
1.24225,0.46786
1.55819,0.6076
1.36777,0.72984
1.36176,0.44055
1.23836,0.59499
1.28636,0.47239
1.30647,0.62106
1.33836,0.59339
1.35658,0.53665
1.3736,0.58526
1.43311,0.55384
1.3417,0.69468
1.53428,0.59038
1.48966,0.48922
1.27718,0.54425
1.41236,0.56012
1.37899,0.51689
1.38191,0.54517
1.22343,0.6497
1.39823,0.58095
1.41785,0.55365
1.29122,0.53032
1.51746,0.63252
1.45441,0.43009
1.35687,0.76113
1.30187,0.42
1.437,0.60428
1.44983,0.51881
1.38883,0.51909
1.39008,0.47278
1.35089,0.50169
1.32675,0.60702
1.36903,0.50445
1.38644,0.6727
1.235,0.50854
1.44886,0.68242
1.34045,0.51984
1.37071,0.5213
1.36387,0.84316
1.44731,0.52222
1.3716,0.62328
1.61075,0.61908
1.30238,0.41288
1.34856,0.48915
1.31857,0.65826
1.38907,0.46242
1.31006,0.42232
1.20449,0.45131
1.68468,0.76896
1.59622,0.68636
1.30483,0.61824
1.17291,0.4475
1.61898,0.51068
1.27055,0.5021
1.48927,0.60436
1.36056,0.54607
1.42673,0.48645
1.36353,0.63802
1.33185,0.48516
1.46417,0.87302
1.4299,0.9648
1.16366,0.58115
1.46727,0.4475
1.37731,0.54364
1.36276,0.49462
1.4848,0.54283
1.35,0.47148
1.40881,0.62109
1.43438,0.56688
1.4604,0.48699
1.40299,0.54609
1.43349,0.55695
1.36003,0.47645
1.46222,0.56256
1.28713,0.4603
1.35374,0.54646
1.45774,0.5178
1.35917,0.5778
1.35794,0.506
1.23531,0.60312
1.45405,0.41307
1.54111,0.49329
1.30221,0.70958
1.49616,0.55401
1.24883,0.65124
1.36006,0.65865
1.17354,0.71767
1.41784,0.51597
1.32863,0.49287
1.31461,0.6103
1.16428,0.65151
1.5102,0.48415
1.35986,0.55995
1.34566,0.54056
1.26677,0.53427
1.40251,0.55668
1.26161,0.60758
1.3772,0.51667
1.2887,0.62703
1.37629,0.47929
1.36997,0.51771
1.33216,0.55791
1.51346,0.53511
1.51534,0.54622
1.20233,0.52834
1.38012,0.60869
1.111,0.73915
1.35592,0.56986
1.36549,0.56404
1.27669,0.6097
1.44499,0.49632
1.48075,0.73147
1.51466,0.57011
1.33019,0.51244
1.45584,0.59818
1.11715,0.59079
1.38907,0.6698
1.13021,0.66778
1.51272,0.47203
1.43906,0.52378
1.41985,0.52622
1.36659,0.47672
1.45584,0.59431
1.35857,0.59682
1.38892,0.4713
1.2926,0.5816
1.26945,0.52919
1.33067,0.59846
1.49694,0.44718
1.24749,0.62192
1.21354,0.69642
1.42897,0.50609
1.32901,0.55513
1.42428,0.52947
1.39505,0.49734
1.44884,0.48362
1.43647,0.48328
1.45461,0.52144
1.30636,0.59896
1.45538,0.53789
1.36926,0.54959
1.45818,0.6251
1.41682,0.46619
1.37594,0.5496
1.24779,0.63219
1.61316,0.64512
1.33205,0.77366
1.19398,0.54621
1.44178,0.63229
1.39227,0.53102
1.25006,0.51525
1.19059,0.58921
1.39979,0.53932
1.39691,0.52479
1.4484,0.53923
1.34572,0.61246
1.42125,0.52242
1.28727,0.58012
1.30665,0.5684
1.29824,0.57617
1.315,0.5811
1.28721,0.49477
1.27493,0.57982
1.29553,0.56892
1.50505,0.61777
1.38857,0.49748
1.2583,0.60322
1.18259,0.67043
1.34506,0.58489
1.30716,0.47916
1.31427,0.57194
1.30117,0.57741
1.50685,0.57455
1.31792,0.53839
1.49577,0.7889
1.28402,0.40816
1.5292,0.70702
1.24152,0.47244
1.44321,0.64996
1.46028,0.63384
1.44923,0.6045
1.36032,0.48383
1.43561,0.45556
1.45488,0.57369
1.50706,0.5554
1.27385,0.51236
1.50687,0.46428
1.32408,0.48127
1.50467,0.56003
1.24913,0.63159
1.41855,0.42529
1.28927,0.49855
1.344,0.40578
1.52772,0.60879
1.4848,0.59511
1.51417,0.6408
1.22602,0.4933
1.2388,0.69783
1.19525,0.68891
1.24646,0.77276
1.17293,0.54922
1.55931,0.59528
1.25649,0.50206
1.32785,0.49863
1.28755,0.59986
1.30156,0.54939
1.49406,0.51942
1.40231,0.53968
1.3048,0.57905
1.32949,0.5134
1.47468,0.54122
1.47758,0.5593
1.43157,0.52295
1.34563,0.4785
1.31186,0.61206
1.44266,0.52291
1.2311,0.59544
1.1946,0.58754
1.3047,0.63424
1.42396,0.5535
1.32172,0.68651
1.30323,0.55848
1.41169,0.54246
1.15347,0.62596
1.35216,0.47742
1.50797,0.48943
1.45347,0.46684
1.04949,0.62234
1.40005,0.48218
0.96884,0.60629
1.52093,0.60144
1.3133,0.5333
1.36317,0.5674
1.30174,0.64709
1.35517,0.616
1.33852,0.47589
1.48359,0.52619
1.32776,0.51379
1.2789,0.70005
1.54097,0.49278
1.24907,0.5783
1.5567,0.53689
1.27431,0.62141
1.51969,0.47955
1.4951,0.55886
1.51823,0.5669
1.25436,0.52246
1.30126,0.61868
1.18564,0.57707
1.32745,0.56146
1.51555,0.5652
1.17828,0.55776
1.2599,0.50431
1.20523,0.53676
1.34705,0.6092
1.41009,0.52592
1.32053,0.61882
1.27728,0.49769
1.33584,0.52829
1.47575,0.48518
1.31871,0.59254
1.14771,0.72604
1.25138,0.61871
1.17752,0.721
1.38037,0.51458
1.54996,0.49209
1.45632,0.65016
1.36106,0.628
1.66183,0.5465
1.37464,0.53544
1.23237,0.67539
1.4214,0.54796
1.47074,0.48382
1.34054,0.4995
1.3676,0.64498
1.28444,0.51713
1.37283,0.47301
1.28761,0.48286
1.56885,0.55035
1.16346,0.74098
1.42978,0.48513
1.29083,0.57703
1.57534,0.60732
1.48095,0.66837
1.5272,0.52407
1.41677,0.52212
1.46489,0.50641
1.45063,0.42048
1.3165,0.58596
1.24155,0.61333
1.41135,0.57452
1.30851,0.5182
1.11569,0.6985
1.41596,0.60085
1.35183,0.68857
1.38185,0.42801
1.24464,0.69114
1.36208,0.51035
1.39992,0.52273
1.22022,0.57816
1.56756,0.50123
1.44768,0.54458
1.30979,0.52205
1.49404,0.55847
1.34572,0.50233
1.40243,0.62864
1.28894,0.5214
1.20547,0.53011
1.39893,0.59053
1.51317,0.5645
1.44818,0.58323
1.37387,0.56463
1.4804,0.50279
1.377,0.58786
1.38443,0.50533
1.25486,0.48729
1.44033,0.62917
1.36279,0.51965
1.22235,0.54209
1.53577,0.5466
1.46802,0.59776
1.42879,0.64093
1.41618,0.65363
1.51709,0.50931
1.32225,0.4934
1.41303,0.55198
1.38441,0.42998
1.50816,0.53406
1.48678,0.5584
1.1968,0.55182
